grantee,url,amount,date,cause_area,cause_area_url,notes
"California Jazz Conservatory, Inc.",https://www.hewlett.org/grants/california-jazz-conservatory-inc-for-general-operating-support/,"$225,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
WestEd,https://www.hewlett.org/grants/wested-for-increasing-community-college-student-success-through-innovative-literacy-instruction/,"$400,000","March 30, 2009",Education,https://www.hewlett.org/programs/education/,for increasing community college student success through innovative literacy instruction
Stanford University,https://www.hewlett.org/grants/stanford-university-for-general-support-of-the-stanford-lively-arts-program-1/,"$200,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the Stanford Lively Arts program
Stanford University,https://www.hewlett.org/grants/stanford-university-for-a-project-to-ensure-responsible-nuclear-power-development-in-central-asia/,"$100,000","March 30, 2009",Initiatives,,for a project to ensure responsible nuclear power development in Central Asia
Community School of Music and Arts,https://www.hewlett.org/grants/community-school-of-music-and-arts-for-general-support-of-the-music-program-1/,"$170,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the music program
Advocates for Youth,https://www.hewlett.org/grants/advocates-for-youth-for-general-operating-support-0/,"$1,200,000","March 30, 2009",Population,,for general operating support
Public Policy Institute of California,https://www.hewlett.org/grants/public-policy-institute-of-california-for-the-california-2025-project-1/,"$800,000","March 30, 2009",Education,https://www.hewlett.org/programs/education/,for the California 2025 project
Sonos Handbell Ensemble,https://www.hewlett.org/grants/sonos-handbell-ensemble-for-general-operating-support/,"$40,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
GuideStar,https://www.hewlett.org/grants/guidestar-for-general-operating-support/,"$1,000,000","March 30, 2009",Philanthropy,,for general operating support
Nonprofit Finance Fund,https://www.hewlett.org/grants/nonprofit-finance-fund-for-general-support-of-programs-in-the-san-francisco-bay-area/,"$50,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of programs in the San Francisco Bay Area
Independent Television Service,https://www.hewlett.org/grants/independent-television-service-for-the-international-media-development-fund-2/,"$2,000,000","March 30, 2009",Global Development,,for the International Media Development Fund
Youth Movement Records,https://www.hewlett.org/grants/youth-movement-records-for-general-operating-support/,"$200,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
Santa Cruz County Symphony Association,https://www.hewlett.org/grants/santa-cruz-county-symphony-association-for-general-operating-support/,"$35,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
Midsummer Mozart,https://www.hewlett.org/grants/midsummer-mozart-for-general-operating-support/,"$40,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
Open Education Consortium,https://www.hewlett.org/grants/open-education-consortium-for-general-operating-support/,"$1,500,000","March 30, 2009",Education,https://www.hewlett.org/programs/education/,for general operating support
Arts Council Napa Valley,https://www.hewlett.org/grants/arts-council-napa-valley-for-general-operating-support/,"$50,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
International Institute for Strategic Studies,https://www.hewlett.org/grants/international-institute-for-strategic-studies-for-a-project-to-ensure-responsible-nuclear-power-development-in-southeast-asia/,"$50,000","March 30, 2009",Initiatives,,for a project to ensure responsible nuclear power development in Southeast Asia
South African Institute for Distance Education,https://www.hewlett.org/grants/south-african-institute-for-distance-education-for-the-oer-africa-project/,"$1,863,000","March 30, 2009",Education,https://www.hewlett.org/programs/education/,for the OER Africa project
Chamber Music America,https://www.hewlett.org/grants/chamber-music-america-for-support-of-programs-in-the-san-francisco-bay-area-0/,"$75,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for support of programs in the San Francisco Bay Area
Brookings Institution,https://www.hewlett.org/grants/brookings-institution-for-the-managing-global-insecurity-project/,"$250,000","March 30, 2009",Special Projects,https://www.hewlett.org/programs/special-projects/,for the Managing Global Insecurity project
Public Advocates,https://www.hewlett.org/grants/public-advocates-for-general-support-of-the-education-program-0/,"$610,000","March 30, 2009",Education,https://www.hewlett.org/programs/education/,for general support of the Education Program
Root Cause,https://www.hewlett.org/grants/root-cause-for-the-social-impact-research-initiative/,"$300,000","March 30, 2009",Philanthropy,,for the Social Impact Research initiative
New Philanthropy Capital,https://www.hewlett.org/grants/new-philanthropy-capital-for-support-of-charitable-programs/,"$300,000","March 30, 2009",Philanthropy,,for support of charitable programs
KITKA,https://www.hewlett.org/grants/kitka-for-general-operating-support/,"$60,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
World Security Institute,https://www.hewlett.org/grants/world-security-institute-for-the-u-s-russia-commission-of-the-global-zero-project-for-nuclear-abolition/,"$200,000","March 30, 2009",Initiatives,,for the U.S.-Russia Commission of the Global Zero project for nuclear abolition
Association of California Symphony Orchestras,https://www.hewlett.org/grants/association-of-california-symphony-orchestras-for-general-operating-support/,"$45,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
Institute for Transportation and Development Policy,https://www.hewlett.org/grants/institute-for-transportation-and-development-policy-for-general-operating-support/,"$1,050,000","March 30, 2009",Environment,https://www.hewlett.org/programs/environment/,for general operating support
Institute for the Study of Knowledge Management in Education,https://www.hewlett.org/grants/institute-for-the-study-of-knowledge-management-in-education-for-the-oer-summer-teaching-academies-and-continued-support-for-the-oer-commons-web-site/,"$750,000","March 30, 2009",Education,https://www.hewlett.org/programs/education/,for the OER Summer Teaching Academies and continued support for the OER Commons web site
"California Jazz Conservatory, Inc.",https://www.hewlett.org/grants/california-jazz-conservatory-inc-for-general-operating-support/,"$225,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
WestEd,https://www.hewlett.org/grants/wested-for-increasing-community-college-student-success-through-innovative-literacy-instruction/,"$400,000","March 30, 2009",Education,https://www.hewlett.org/programs/education/,for increasing community college student success through innovative literacy instruction
German Marshall Fund of the United States,https://www.hewlett.org/grants/german-marshall-fund-of-the-united-states-for-an-initiative-to-promote-reform-of-the-e-u-s-common-agricultural-policy-0/,"$1,000,000","March 30, 2009",Global Development,,for an initiative to promote reform of the E.U.'s Common Agricultural Policy
Piedmont Choirs,https://www.hewlett.org/grants/piedmont-choirs-for-general-operating-support/,"$60,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
Association of California Symphony Orchestras,https://www.hewlett.org/grants/association-of-california-symphony-orchestras-for-general-operating-support/,"$45,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
Institute for Transportation and Development Policy,https://www.hewlett.org/grants/institute-for-transportation-and-development-policy-for-general-operating-support/,"$1,050,000","March 30, 2009",Environment,https://www.hewlett.org/programs/environment/,for general operating support
Institute for the Study of Knowledge Management in Education,https://www.hewlett.org/grants/institute-for-the-study-of-knowledge-management-in-education-for-the-oer-summer-teaching-academies-and-continued-support-for-the-oer-commons-web-site/,"$750,000","March 30, 2009",Education,https://www.hewlett.org/programs/education/,for the OER Summer Teaching Academies and continued support for the OER Commons web site
"California Jazz Conservatory, Inc.",https://www.hewlett.org/grants/california-jazz-conservatory-inc-for-general-operating-support/,"$225,000","March 30, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
WestEd,https://www.hewlett.org/grants/wested-for-increasing-community-college-student-success-through-innovative-literacy-instruction/,"$400,000","March 30, 2009",Education,https://www.hewlett.org/programs/education/,for increasing community college student success through innovative literacy instruction
German Marshall Fund of the United States,https://www.hewlett.org/grants/german-marshall-fund-of-the-united-states-for-an-initiative-to-promote-reform-of-the-e-u-s-common-agricultural-policy-0/,"$1,000,000","March 30, 2009",Global Development,,for an initiative to promote reform of the E.U.'s Common Agricultural Policy
Goodwill Industries,https://www.hewlett.org/grants/goodwill-industries-for-general-operating-support/,"$25,000","March 25, 2009",Special Projects,https://www.hewlett.org/programs/special-projects/,for general operating support
ACLU Foundation of Southern California,https://www.hewlett.org/grants/aclu-foundation-of-southern-california-for-school-finance-litigation/,"$90,000","March 18, 2009",Education,https://www.hewlett.org/programs/education/,for school finance litigation
Children Now,https://www.hewlett.org/grants/children-now-for-constituency-outreach-on-education-data/,"$240,000","March 16, 2009",Education,https://www.hewlett.org/programs/education/,for constituency outreach on education data
Institute for the Study of Knowledge Management in Education,https://www.hewlett.org/grants/institute-for-the-study-of-knowledge-management-in-education-for-continued-development-of-the-oer-commons-web-site/,"$114,000","March 9, 2009",Education,https://www.hewlett.org/programs/education/,for continued development of the OER Commons web site
ACLU Foundation of Southern California,https://www.hewlett.org/grants/aclu-foundation-of-southern-california-for-developing-fundraising-strategies/,"$26,000","March 6, 2009",Education,https://www.hewlett.org/programs/education/,for developing fundraising strategies
Fundação de Apoio à Universidade de São Paulo,https://www.hewlett.org/grants/fundacao-de-apoio-a-universidade-de-sao-paulo-for-research-on-climate-change-and-alternative-fuels-in-brazil-0/,"$125,000","March 6, 2009",Environment,https://www.hewlett.org/programs/environment/,for research on climate change and alternative fuels in Brazil
Yerba Buena Arts and Events,https://www.hewlett.org/grants/yerba-buena-arts-and-events-for-developing-a-strategic-plan-for-the-marcus-shelby-jazz-orchestra/,"$30,000","March 2, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for developing a strategic plan for the Marcus Shelby Jazz Orchestra
Latino Community Foundation,https://www.hewlett.org/grants/latino-community-foundation-for-strategic-planning/,"$30,000","March 2, 2009",Population,,for strategic planning
BUILD,https://www.hewlett.org/grants/build-for-planning-an-evaluation-of-builds-impact/,"$75,000","March 2, 2009",Special Projects,https://www.hewlett.org/programs/special-projects/,for planning an evaluation of BUILD's impact
Communications Leadership Institute,https://www.hewlett.org/grants/communications-leadership-institute-for-the-2009-training-on-communications-planning-for-hewlett-grantees/,"$200,000","February 26, 2009",Philanthropy,,for the 2009 training on communications planning for Hewlett grantees
World Arts West,https://www.hewlett.org/grants/world-arts-west-for-the-san-francisco-ethnic-dance-festival/,"$50,000","February 25, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for the San Francisco Ethnic Dance Festival
Bay Area Video Coalition,https://www.hewlett.org/grants/bay-area-video-coalition-for-technology-based-media-services-transition/,"$200,000","February 19, 2009",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for technology-based media services transition
Global Fund for Women,https://www.hewlett.org/grants/global-fund-for-women-for-general-support-of-the-advancing-health-sexual-reproductive-rights-program/,"$200,000","February 18, 2009",Population,,"for general support of the ""Advancing Health, Sexual & Reproductive Rights"" program"
Consensus Building Institute,https://www.hewlett.org/grants/consensus-building-institute-for-dissemination-of-the-u-s-muslim-engagement-projects-recommendations/,"$100,000","February 11, 2009",Special Projects,https://www.hewlett.org/programs/special-projects/,for dissemination of the U.S. Muslim Engagement Project's recommendations
Cabrillo College Foundation,https://www.hewlett.org/grants/cabrillo-college-foundation-for-improving-strategic-communications-for-the-digital-bridge-academy/,"$50,000","January 22, 2009",Education,https://www.hewlett.org/programs/education/,for improving strategic communications for the Digital Bridge Academy
Bipartisan Policy Center,https://www.hewlett.org/grants/bipartisan-policy-center-for-general-operating-support-and-for-general-support-of-the-national-commission-on-energy-policy/,"$2,000,000","December 18, 2008",Environment,https://www.hewlett.org/programs/environment/,for general operating support and for general support of the National Commission on Energy Policy
Tides Foundation,https://www.hewlett.org/grants/tides-foundation-for-the-hewlett-global-reproductive-health-policy-fund/,"$850,000","December 11, 2008",Population,,for the Hewlett Global Reproductive Health Policy Fund
University of California at Berkeley,https://www.hewlett.org/grants/university-of-california-at-berkeley-for-inclusion-of-a-transparency-and-accountability-component-in-the-u-s-mexican-futures-forum/,"$150,000","December 1, 2008",Global Development,,for inclusion of a transparency and accountability component in the U.S.-Mexican Futures Forum
European Climate Foundation,https://www.hewlett.org/grants/european-climate-foundation-for-increasing-climate-change-awareness-among-media-outlets-in-central-and-eastern-europe/,"$50,255","December 1, 2008",Special Initiative on Climate,,for increasing climate change awareness among media outlets in Central and Eastern Europe
Joan Ganz Cooney Center for Educational Media and Research,https://www.hewlett.org/grants/joan-ganz-cooney-center-for-educational-media-and-research-for-the-literacy-360-alliance-project/,"$200,000","December 1, 2008",Education,https://www.hewlett.org/programs/education/,for the Literacy 360 Alliance project
National Center for Higher Education Management Systems,https://www.hewlett.org/grants/national-center-for-higher-education-management-systems-for-studying-accelerated-learning-colleges-in-the-california-community-college-system/,"$40,250","December 1, 2008",Education,https://www.hewlett.org/programs/education/,for studying Accelerated Learning Colleges in the California Community College System
Boston Review,https://www.hewlett.org/grants/boston-review-for-publication-of-a-series-of-essays-on-climate-resources-and-adaptation/,"$50,000","December 1, 2008",Special Projects,https://www.hewlett.org/programs/special-projects/,"for publication of a series of essays on climate, resources, and adaptation"
Woodrow Wilson International Center for Scholars,https://www.hewlett.org/grants/woodrow-wilson-international-center-for-scholars-for-educating-policymakers-and-their-staff-about-trade-and-development/,"$350,000","December 1, 2008",Global Development,,for educating policymakers and their staff about trade and development
University of California at Irvine,https://www.hewlett.org/grants/university-of-california-at-irvine-for-the-open-content-study-project/,"$150,000","December 1, 2008",Education,https://www.hewlett.org/programs/education/,for the Open Content Study Project
European Climate Foundation,https://www.hewlett.org/grants/european-climate-foundation-for-increasing-climate-change-awareness-among-media-outlets-in-central-and-eastern-europe/,"$50,255","December 1, 2008",Special Initiative on Climate,,for increasing climate change awareness among media outlets in Central and Eastern Europe
University of California at Berkeley,https://www.hewlett.org/grants/university-of-california-at-berkeley-for-pace-to-support-californias-participation-in-the-american-diploma-project/,"$350,000","November 26, 2008",Education,https://www.hewlett.org/programs/education/,for PACE to support California's participation in the American Diploma Project
"United Nations Educational, Scientific and Cultural Organization",https://www.hewlett.org/grants/united-nations-educational-scientific-and-cultural-organization-for-an-international-community-of-practice-on-open-educational-resources-0/,"$210,000","November 26, 2008",Education,https://www.hewlett.org/programs/education/,for an international community of practice on Open Educational Resources
Massachusetts Institute of Technology,https://www.hewlett.org/grants/massachusetts-institute-of-technology-for-leadership-succession-planning-and-executive-search/,"$60,000","November 26, 2008",Education,https://www.hewlett.org/programs/education/,for leadership succession planning and executive search
Massachusetts Institute of Technology,https://www.hewlett.org/grants/massachusetts-institute-of-technology-for-business-planning/,"$60,000","November 26, 2008",Education,https://www.hewlett.org/programs/education/,for business planning
Environmental Working Group,https://www.hewlett.org/grants/environmental-working-group-for-providing-technical-support-for-a-project-to-publicly-disclose-agricultural-subsidies-in-mexico/,"$200,000","November 26, 2008",Global Development,,for providing technical support for a project to publicly disclose agricultural subsidies in Mexico
National Judicial College,https://www.hewlett.org/grants/national-judicial-college-for-the-dividing-the-waters-project-0/,"$375,000","November 25, 2008",Environment,https://www.hewlett.org/programs/environment/,for the Dividing the Waters project
Ohio State University,https://www.hewlett.org/grants/ohio-state-university-for-research-on-potential-drivers-of-fertility-decline-in-sub-saharan-africa/,"$100,000","November 25, 2008",Population,,for research on potential drivers of fertility decline in sub-Saharan Africa
Columbia University,https://www.hewlett.org/grants/columbia-university-for-research-on-fertility-rates-in-west-africa/,"$100,000","November 25, 2008",Population,,for research on fertility rates in West Africa
London School of Hygiene and Tropical Medicine,https://www.hewlett.org/grants/london-school-of-hygiene-and-tropical-medicine-for-research-on-how-female-labor-supply-impacts-fertility-in-africa/,"$100,000","November 25, 2008",Population,,for research on how female labor supply impacts fertility in Africa
Institute of International Education,https://www.hewlett.org/grants/institute-of-international-education-for-improving-access-to-demographic-and-related-data-in-sub-saharan-africa/,"$500,000","November 24, 2008",Population,,for improving access to demographic and related data in sub-Saharan Africa
Grantmakers for Effective Organizations,https://www.hewlett.org/grants/grantmakers-for-effective-organizations-for-web-site-redesign-and-planning/,"$51,000","November 24, 2008",Philanthropy,,for web site redesign and planning
Council of Michigan Foundations,https://www.hewlett.org/grants/council-of-michigan-foundations-for-the-regional-association-government-relations-capacity-building-initiative/,"$100,000","November 24, 2008",Philanthropy,,for the Regional Association Government Relations Capacity Building Initiative
Clean Air Initiative for Asian Cities Center,https://www.hewlett.org/grants/clean-air-initiative-for-asian-cities-center-for-support-of-the-better-air-quality-conference/,"$40,000","November 24, 2008",Environment,https://www.hewlett.org/programs/environment/,for support of the Better Air Quality conference
EcoFlight,https://www.hewlett.org/grants/ecoflight-for-general-support-2/,"$400,000","November 21, 2008",Environment,https://www.hewlett.org/programs/environment/,for general support
Peak Grantmaking,https://www.hewlett.org/grants/peak-grantmaking-for-project-streamline/,"$25,000","November 21, 2008",Philanthropy,,for Project Streamline
Northern California Grantmakers,https://www.hewlett.org/grants/northern-california-grantmakers-for-general-operating-support-0/,"$50,000","November 21, 2008",Philanthropy,,for general operating support
Advocates for Youth,https://www.hewlett.org/grants/advocates-for-youth-for-developing-and-implementing-a-monitoring-and-evaluation-framework/,"$36,375","November 20, 2008",Population,,for developing and implementing a monitoring and evaluation framework
Population Reference Bureau,https://www.hewlett.org/grants/population-reference-bureau-for-the-demographic-data-for-development-decision-making-project/,"$100,000","November 20, 2008",Population,,for the Demographic Data for Development Decision-Making project
Association of Reproductive Health Professionals,https://www.hewlett.org/grants/association-of-reproductive-health-professionals-for-resources-to-enhance-reproductive-health-training-and-practice/,"$400,000","November 20, 2008",Population,,for resources to enhance reproductive health training and practice
Association of Reproductive Health Professionals,https://www.hewlett.org/grants/association-of-reproductive-health-professionals-for-the-videoconferencing-project/,"$48,000","November 20, 2008",Population,,for the videoconferencing project
Population Council,https://www.hewlett.org/grants/population-council-for-an-analysis-of-the-causes-of-fertility-differences-and-population-policy-options-in-africa/,"$100,000","November 20, 2008",Population,,for an analysis of the causes of fertility differences and population policy options in Africa
INDEPTH Network,https://www.hewlett.org/grants/indepth-network-for-expanding-the-data-sharing-pilot-program-to-africa/,"$300,000","November 20, 2008",Population,,for expanding the data sharing pilot program to Africa
Tides Center,https://www.hewlett.org/grants/tides-center-for-development-of-the-national-network-of-consultants-to-grantmakers-directory-of-consultants/,"$50,000","November 20, 2008",Philanthropy,,for development of the National Network of Consultants to Grantmakers' Directory of Consultants
Natural Resources Defense Council,https://www.hewlett.org/grants/natural-resources-defense-council-for-the-central-valley-environmental-entrepreneurs-project/,"$102,000","November 19, 2008",Environment,https://www.hewlett.org/programs/environment/,for the Central Valley Environmental Entrepreneurs Project
Union de Cientificos Comprometidos con La Sociedad,https://www.hewlett.org/grants/union-de-cientificos-comprometidos-con-la-sociedad-for-strengthening-planning-and-communications-around-climate-change-and-air-quality/,"$200,000","November 19, 2008",Environment,https://www.hewlett.org/programs/environment/,for strengthening planning and communications around climate change and air quality
Community Partners,https://www.hewlett.org/grants/community-partners-for-the-california-environmental-rights-alliance-environmental-justice-and-climate-change-project/,"$50,000","November 19, 2008",Environment,https://www.hewlett.org/programs/environment/,for the California Environmental Rights Alliance Environmental Justice and Climate Change Project
Western Conservation Foundation,https://www.hewlett.org/grants/western-conservation-foundation-for-support-for-conservation-issues-among-new-young-voters-and-agricultural-community-in-western-us/,"$100,000","November 19, 2008",Environment,https://www.hewlett.org/programs/environment/,"for support for conservation issues among new, young voters and agricultural community in Western US"
Resources Legacy Fund,https://www.hewlett.org/grants/resources-legacy-fund-for-implementation-of-california-land-and-climate-change-policies/,"$340,000","November 18, 2008",Environment,https://www.hewlett.org/programs/environment/,for implementation of California land and climate change policies
Oeuvre Malienne d'Aide à l'Enfance du Sahel,https://www.hewlett.org/grants/oeuvre-malienne-daide-a-lenfance-du-sahel-for-developing-a-methodology-for-single-teacher-schools-to-ensure-good-learning-outcomes-in-mali/,"$78,000","November 18, 2008",Global Development,,for developing a methodology for single-teacher schools to ensure good learning outcomes in Mali
California League of Conservation Voters Education Fund,https://www.hewlett.org/grants/california-league-of-conservation-voters-education-fund-for-the-asian-pacific-islander-research-and-civic-engagement-campaign/,"$50,000","November 18, 2008",Environment,https://www.hewlett.org/programs/environment/,for the Asian Pacific Islander Research and Civic Engagement Campaign
Resources Legacy Fund,https://www.hewlett.org/grants/resources-legacy-fund-for-implementation-of-california-land-and-climate-change-policies/,"$340,000","November 18, 2008",Environment,https://www.hewlett.org/programs/environment/,for implementation of California land and climate change policies
Oeuvre Malienne d'Aide à l'Enfance du Sahel,https://www.hewlett.org/grants/oeuvre-malienne-daide-a-lenfance-du-sahel-for-developing-a-methodology-for-single-teacher-schools-to-ensure-good-learning-outcomes-in-mali/,"$78,000","November 18, 2008",Global Development,,for developing a methodology for single-teacher schools to ensure good learning outcomes in Mali
Greenbelt Alliance,https://www.hewlett.org/grants/greenbelt-alliance-for-support-of-bay-area-open-space-councils-open-space-financing-project/,"$65,000","November 18, 2008",Environment,https://www.hewlett.org/programs/environment/,for support of Bay Area Open Space Council's open space financing project
Headwaters Economics,https://www.hewlett.org/grants/headwaters-economics-for-general-support-1/,"$400,000","November 18, 2008",Environment,https://www.hewlett.org/programs/environment/,for general support
Conservation Colorado Education Fund,https://www.hewlett.org/grants/conservation-colorado-education-fund-for-general-support-and-for-the-colorado-water-caucus-sustainable-water-campaign/,"$400,000","November 18, 2008",Environment,https://www.hewlett.org/programs/environment/,for general support and for the Colorado Water Caucus' sustainable water campaign
"Fundar, Centro de Análisis e Investigación",https://www.hewlett.org/grants/fundar-centro-de-analisis-e-investigacion-for-support-of-fundars-access-to-information-and-public-budget-accountability-projects-in-mexico/,"$820,000","November 17, 2008",Global Development,,for support of Fundar's access to information and public budget accountability projects in Mexico
Loco Bloco Drum and Dance Ensemble,https://www.hewlett.org/grants/loco-bloco-drum-and-dance-ensemble-for-general-support/,"$201,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
San Francisco Foundation,https://www.hewlett.org/grants/san-francisco-foundation-for-the-fund-for-artists-community-foundation-partnership-0/,"$350,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for the Fund for Artists' Community Foundation partnership
Union of Concerned Scientists,https://www.hewlett.org/grants/union-of-concerned-scientists-for-general-support-of-the-clean-vehicles-program/,"$900,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for general support of the Clean Vehicles Program
University of Southern California,https://www.hewlett.org/grants/university-of-southern-california-for-the-science-of-climate-justice-project/,"$185,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for the Science of Climate Justice Project
National Public Radio,https://www.hewlett.org/grants/national-public-radio-for-general-support-0/,"$1,000,000","November 17, 2008",Special Projects,https://www.hewlett.org/programs/special-projects/,for general support
Alliance for California Traditional Arts,https://www.hewlett.org/grants/alliance-for-california-traditional-arts-for-general-support-of-the-traditional-arts-roundtable-series/,"$15,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the Traditional Arts Roundtable Series
Asian University for Women Support Foundation,https://www.hewlett.org/grants/asian-university-for-women-support-foundation-for-general-support-of-the-asian-university-for-womens-access-academy-program/,"$1,000,000","November 17, 2008",Special Projects,https://www.hewlett.org/programs/special-projects/,for general support of the Asian University for Women's Access Academy program
International Planned Parenthood Federation,https://www.hewlett.org/grants/international-planned-parenthood-federation-for-advancing-sexual-and-reproductive-health-and-rights/,"$8,300,000","November 17, 2008",Population,,for advancing sexual and reproductive health and rights
University of California at Los Angeles,https://www.hewlett.org/grants/university-of-california-at-los-angeles-for-general-support-for-the-institute-for-democracy-education-and-access/,"$1,200,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for general support for the Institute for Democracy Education and Access
University of Texas at Austin,https://www.hewlett.org/grants/university-of-texas-at-austin-for-support-of-the-california-leadership-alliance-for-student-success/,"$550,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for support of the California Leadership Alliance for Student Success
University of California at Berkeley,https://www.hewlett.org/grants/university-of-california-at-berkeley-for-general-support-of-the-young-musicians-program-0/,"$675,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the Young Musicians Program
Wild Salmon Center,https://www.hewlett.org/grants/wild-salmon-center-for-accelerating-the-protection-of-the-healthiest-remaining-wild-salmon-ecosystems-in-the-west/,"$150,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for accelerating the protection of the healthiest remaining wild salmon ecosystems in the West
Communications Consortium Media Center,https://www.hewlett.org/grants/communications-consortium-media-center-for-general-operating-support-1/,"$900,000","November 17, 2008",Population,,for general operating support
Proyecto Fronterizo de Educación Ambiental,https://www.hewlett.org/grants/proyecto-fronterizo-de-educacion-ambiental-for-promoting-government-transparency-and-accountability-in-the-state-of-baja-california/,"$100,000","November 17, 2008",Global Development,,for promoting government transparency and accountability in the state of Baja California
Education Trust - West,https://www.hewlett.org/grants/education-trust-west-for-advocacy-for-a-robust-education-data-system/,"$1,000,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for advocacy for a robust education data system
Pembina Foundation for Environmental Research and Education,https://www.hewlett.org/grants/pembina-foundation-for-environmental-research-and-education-for-pembina-institutes-canadian-energy-development-program/,"$600,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for Pembina Institute's Canadian energy development program
Theodore Roosevelt Conservation Partnership,https://www.hewlett.org/grants/theodore-roosevelt-conservation-partnership-for-the-sportsmen-for-responsible-energy-development-project-0/,"$250,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for the Sportsmen for Responsible Energy Development project
Communities for a Better Environment,https://www.hewlett.org/grants/communities-for-a-better-environment-for-general-support-of-the-goods-movement-campaign/,"$75,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for general support of the Goods Movement Campaign
Alliance for California Traditional Arts,https://www.hewlett.org/grants/alliance-for-california-traditional-arts-for-general-support-of-the-living-cultures-grants-program-bay-area-projects/,"$575,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the Living Cultures Grants Program Bay Area projects
Trust for Public Land,https://www.hewlett.org/grants/trust-for-public-land-for-general-support-of-the-west-conservation-finance-program/,"$1,450,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for general support of the West Conservation Finance Program
California Tomorrow,https://www.hewlett.org/grants/california-tomorrow-for-general-support-and-for-the-community-college-access-and-equity-initiative/,"$300,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for general support and for the Community College Access and Equity Initiative
INDEPTH Network,https://www.hewlett.org/grants/indepth-network-for-evaluation-of-reproductive-health-interventions/,"$1,000,000","November 17, 2008",Population,,for evaluation of reproductive health interventions
World Health Organization,https://www.hewlett.org/grants/world-health-organization-for-policy-and-programmatic-guidance-on-reproductive-choices-for-people-living-with-hivaids-1/,"$400,000","November 17, 2008",Population,,for policy and programmatic guidance on reproductive choices for people living with HIV/AIDS
National Audubon Society,https://www.hewlett.org/grants/national-audubon-society-for-audubon-alaskas-petroleum-reserve-project-and-for-general-support-for-the-california-program/,"$300,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for Audubon Alaska's Petroleum Reserve project  and for general support for the California program
Peninsula Ballet Theatre,https://www.hewlett.org/grants/peninsula-ballet-theatre-for-general-support-1/,"$80,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Alonzo King Lines Ballet,https://www.hewlett.org/grants/alonzo-king-lines-ballet-for-general-support-1/,"$300,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
"Centro de Investigación para el Desarrollo, Asociación Civil",https://www.hewlett.org/grants/centro-de-investigacion-para-el-desarrollo-asociacion-civil-for-fostering-cidacs-rule-of-law-and-economic-development-projects/,"$500,000","November 17, 2008",Global Development,,for fostering CIDAC's  Rule of Law and Economic Development projects
Public Counsel of the Rockies,https://www.hewlett.org/grants/public-counsel-of-the-rockies-for-ensuring-coal-bed-methane-development-is-managed-with-sound-environmental-controls/,"$300,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for ensuring coal-bed methane development is managed with sound environmental controls
